,dp_opt,wopt,evecs,evals,evec_sim,dU,dp_diag,tdr_overall,pca,active,pair,snr1,snr2,cat_cat,tar_tar,cat_tar,ref_tar,ref_ref,ref_cat,aref_tar,aref_cat,aref_ref,f1,f2,DI,site,area
0,1.6560713,"[[ 0.52234701]
 [-0.56051541]]","[[ 0.00516076 -0.99998668]
 [-0.99998668 -0.00516076]]",[4.41443785 0.94808963],0.95773715,[[ 0.50530692 -2.48365283]],1.6560133,True,False,True,REFERENCE_STIM_1072,inf,inf,False,False,False,False,False,False,False,False,True,0,1072,inf,CRD009b,A1
0,1.6803786,"[[ 0.54531324]
 [-0.44833766]]","[[ 0.98388819 -0.17878486]
 [ 0.17878486  0.98388819]]",[6.66479516 1.00748581],0.6721708,[[3.08963084 0.00989891]],1.4644438,False,False,True,REFERENCE_STIM_1072,inf,inf,False,False,False,False,False,False,False,False,True,0,1072,inf,CRD009b,A1
0,1.6500452,"[[0.38917849]
 [0.51750274]]","[[ 0.98915716 -0.14686089]
 [ 0.14686089  0.98915716]]",[6.64174534 1.15473494],0.64988714,[[2.95126342 0.96903229]],1.6387613,False,True,True,REFERENCE_STIM_1072,inf,inf,False,False,False,False,False,False,False,False,True,0,1072,inf,CRD009b,A1
0,1.6993744,"[[ 0.43461849]
 [-0.58975231]]","[[-0.05099967 -0.99869867]
 [-0.99869867  0.05099967]]",[4.3797285  1.35660972],0.37014392,[[ 0.50221655 -2.51139633]],1.6953337,True,False,False,REFERENCE_STIM_1072,inf,inf,False,False,False,False,False,False,False,False,True,0,1072,inf,CRD009b,A1
0,1.9638513,"[[ 0.58669937]
 [-0.43139178]]","[[ 0.96450299 -0.26407192]
 [ 0.26407192  0.96450299]]",[7.12301853 1.56073619],0.60223275,[[ 3.34034744 -0.00943823]],1.663553,False,False,False,REFERENCE_STIM_1072,inf,inf,False,False,False,False,False,False,False,False,True,0,1072,inf,CRD009b,A1
0,1.8314722,"[[0.4488485 ]
 [0.46682708]]","[[ 0.99998022 -0.00628963]
 [ 0.00628963  0.99998022]]",[7.10219002 1.77390279],0.54662395,[[3.20335713 0.8432462 ]],1.83142,False,True,False,REFERENCE_STIM_1072,inf,inf,False,False,False,False,False,False,False,False,True,0,1072,inf,CRD009b,A1
0,2.3481212,"[[ 1.00275672]
 [-0.56332825]]","[[-0.01074795 -0.99994224]
 [-0.99994224  0.01074795]]",[4.48103996 0.96322906],0.8481864,[[ 0.94499411 -2.48615618]],2.3480911,True,False,True,REFERENCE_STIM_1231,inf,inf,False,False,False,False,False,False,False,False,True,0,1231,inf,CRD009b,A1
0,2.553297,"[[ 0.68732134]
 [-0.80412249]]","[[ 0.9738926  -0.22700928]
 [ 0.22700928  0.9738926 ]]",[6.67156879 1.10211885],0.36225915,[[ 3.39811931 -0.27072628]],2.1574507,False,False,True,REFERENCE_STIM_1231,inf,inf,False,False,False,False,False,False,False,False,True,0,1231,inf,CRD009b,A1
0,2.4735177,"[[0.37078954]
 [0.91587792]]","[[ 0.98994244 -0.14147071]
 [ 0.14147071  0.98994244]]",[6.62774621 1.14960675],0.45919168,[[3.11950894 1.43778598]],2.473088,False,True,True,REFERENCE_STIM_1231,inf,inf,False,False,False,False,False,False,False,False,True,0,1231,inf,CRD009b,A1
0,1.8027447,"[[ 0.54362376]
 [-0.59046857]]","[[-0.05323495 -0.99858201]
 [-0.99858201  0.05323495]]",[4.37013049 1.30042031],0.9226236,[[ 0.61531349 -2.48657719]],1.7990601,True,False,False,REFERENCE_STIM_1231,inf,inf,False,False,False,False,False,False,False,False,True,0,1231,inf,CRD009b,A1
0,2.2982793,"[[ 0.67041174]
 [-0.50261886]]","[[ 0.94405304 -0.32979367]
 [ 0.32979367  0.94405304]]",[7.11998641 1.53875349],0.4963298,[[3.49296929 0.08644404]],1.8046033,False,False,False,REFERENCE_STIM_1231,inf,inf,False,False,False,False,False,False,False,False,True,0,1231,inf,CRD009b,A1
0,2.086697,"[[0.46529818]
 [0.56098184]]","[[ 0.99998844 -0.00480756]
 [ 0.00480756  0.99998844]]",[7.0992634  1.70363702],0.8080069,[[3.31776788 0.96784899]],2.0866706,False,True,False,REFERENCE_STIM_1231,inf,inf,False,False,False,False,False,False,False,False,True,0,1231,inf,CRD009b,A1
0,2.5912218,"[[ 0.69957316]
 [-0.68738296]]","[[ 0.00926556 -0.99995707]
 [-0.99995707 -0.00926556]]",[4.43071938 0.95369239],0.8980973,[[ 0.68953062 -3.06793274]],2.5909772,True,False,True,REFERENCE_STIM_1414,inf,inf,False,False,False,False,False,False,False,False,True,0,1414,inf,CRD009b,A1
0,2.7135372,"[[ 0.69661702]
 [-0.67742042]]","[[ 0.98328429 -0.1820769 ]
 [ 0.1820769   0.98328429]]",[6.69980243 0.95464781],0.95655525,[[ 3.83773915 -0.05919931]],2.3301783,False,False,True,REFERENCE_STIM_1414,inf,inf,False,False,False,False,False,False,False,False,True,0,1414,inf,CRD009b,A1
0,2.3638213,"[[0.48543907]
 [0.56121309]]","[[ 0.98942429 -0.14505025]
 [ 0.14505025  0.98942429]]",[6.6602561  1.11612868],0.9844054,[[3.62306568 1.07809976]],2.3379385,False,True,True,REFERENCE_STIM_1414,inf,inf,False,False,False,False,False,False,False,False,True,0,1414,inf,CRD009b,A1
0,2.4907343,"[[ 0.64465016]
 [-0.70348   ]]","[[-0.0545354  -0.99851184]
 [-0.99851184  0.0545354 ]]",[4.32881461 1.21086382],0.9980133,[[ 0.66712067 -2.92925868]],2.4842348,True,False,False,REFERENCE_STIM_1414,inf,inf,False,False,False,False,False,False,False,False,True,0,1414,inf,CRD009b,A1
0,2.7611942,"[[ 0.72387427]
 [-0.59213987]]","[[ 0.95693488 -0.29030266]
 [ 0.29030266  0.95693488]]",[7.07819002 1.39437569],0.9995171,[[3.84200895 0.03366958]],2.2048397,False,False,False,REFERENCE_STIM_1414,inf,inf,False,False,False,False,False,False,False,False,True,0,1414,inf,CRD009b,A1
0,2.5252244,"[[0.5219753 ]
 [0.60857127]]","[[ 0.99999602  0.00282135]
 [-0.00282135  0.99999602]]",[7.05814405 1.65207569],0.99962497,[[3.67487228 0.99747064]],2.5252109,False,True,False,REFERENCE_STIM_1414,inf,inf,False,False,False,False,False,False,False,False,True,0,1414,inf,CRD009b,A1
0,2.8206804,"[[ 0.64025798]
 [-0.73487624]]","[[ 0.01392509 -0.99990304]
 [-0.99990304 -0.01392509]]",[4.40843593 0.96329015],0.61429095,[[ 0.65243345 -3.26987665]],2.8199487,True,False,True,REFERENCE_STIM_1625,inf,inf,False,False,False,False,False,False,False,False,True,0,1625,inf,CRD009b,A1
